1,1,1,1.9,1.9
1,1,2,1.9,1.8
1,1,3,1.9,1.7
1,1,4,1.9,1.6
1,1,5,1.9,1.5
1,1,6,1.9,1.4
1,1,7,1.9,1.3
1,1,8,1.9,1.2
1,1,9,1.9,1.1
1,1,10,1.9,1.0
1,1,11,1.9,1.0
1,1,12,1.9,1.0
1,1,13,1.9,1.0
1,1,14,1.9,1.0
1,1,15,1.9,1.0
1,1,16,1.9,1.0
1,1,17,1.9,1.0
1,1,18,1.9,1.0
1,1,19,1.9,1.0
1,1,20,1.9,1.0
1,1,21,1.9,1.0
1,1,22,1.9,1.0
1,1,23,1.9,0.9
1,1,24,1.9,0.8
1,1,25,1.9,0.7
1,1,26,1.9,0.6
1,1,27,1.9,0.5
1,1,28,1.9,0.4
1,1,29,1.9,0.3
1,1,30,1.9,0.2
1,1,31,1.9,0.1
1,1,32,1.9,0.0
1,1,33,1.9,0.0
1,1,34,1.9,0.0
1,1,35,1.9,0.0
1,1,36,1.9,0.0
1,1,37,1.9,0.0
1,1,38,1.9,0.0
1,1,39,1.9,0.0
1,1,40,1.9,0.0
1,1,41,1.9,0.0
1,1,42,1.9,0.0
1,1,43,1.9,0.0
1,1,44,1.9,0.0
1,1,45,1.9,0.0
1,1,46,1.9,0.0
1,1,47,1.9,0.0
1,1,48,1.9,0.0
1,1,49,1.9,0.0
1,1,50,1.9,0.0
1,1,51,1.9,0.0
1,1,52,1.9,0.0
1,1,53,1.9,0.0
1,1,54,1.9,0.0
1,1,55,1.9,0.0
1,1,56,1.9,0.0
1,1,57,1.9,0.0
1,1,58,1.9,0.0
1,1,59,1.9,0.0
1,1,60,1.9,0.0
1,2,1,1.9,1.9
1,2,2,1.9,1.8
1,2,3,1.9,1.7
1,2,4,1.9,1.6
1,2,5,1.9,1.5
1,2,6,1.9,1.4
1,2,7,1.9,1.0
1,2,8,1.9,1.0
1,2,9,1.9,1.0
1,2,10,1.9,1.0
1,2,11,1.9,1.0
1,2,12,1.9,1.0
1,2,13,1.9,1.0
1,2,14,1.9,1.0
1,2,15,1.9,1.0
1,2,16,1.9,1.0
1,2,17,1.9,1.0
1,2,18,1.9,1.0
1,2,19,1.9,1.0
1,2,20,1.9,1.0
1,2,21,1.9,0.5
1,2,22,1.9,0.5
1,2,23,1.9,0.5
1,2,24,1.9,0.4
1,2,25,1.9,0.2
1,2,26,1.9,0.1
1,2,27,1.9,0.1
1,2,28,1.9,0.1
1,2,29,1.9,0.1
1,2,30,1.9,0.1
1,2,31,1.9,0.1
1,2,32,1.9,0.1
1,2,33,1.9,0.1
1,2,34,1.9,0.1
1,2,35,1.9,0.1
1,2,36,1.9,0.1
1,2,37,1.9,0.1
1,2,38,1.9,0.1
1,2,39,1.9,0.1
1,2,40,1.9,0.1
1,3,1,1.9,1.9
1,3,2,1.9,1.9
1,4,1,1.4,1.4
1,4,2,1.5,1.4
1,4,3,1.5,1.4
1,4,4,1.6,1.4
1,4,5,1.7,1.4
1,4,6,1.7,1.4
1,4,7,1.7,1.4
1,4,8,1.7,1.4
1,4,9,1.7,1.4
1,4,10,1.8,1.4
1,4,11,1.8,1.4
1,4,12,1.9,1.4
1,4,13,1.9,1.4
1,4,14,1.9,1.4
1,4,15,1.9,1.4
1,4,16,1.9,1.4
1,4,17,1.9,1.4
1,4,18,1.9,1.4
1,4,19,1.9,1.4
1,4,20,1.9,1.4
1,4,21,1.9,1.4
1,4,22,1.9,1.4
1,4,23,1.9,1.4
1,4,24,1.9,1.4
1,4,25,1.9,1.4
1,4,26,1.9,1.4
1,4,27,1.9,1.4
1,4,28,1.9,1.3
1,4,29,1.9,1.1
1,4,30,1.9,0.9
1,4,31,1.9,0.5
1,4,32,1.9,0.5
1,4,33,1.9,0.5
1,4,34,1.9,0.5
1,4,35,1.9,0.5
1,4,36,1.9,0.5
1,4,37,1.9,0.5
1,4,38,1.9,0.5
1,4,39,1.9,0.5
1,4,40,1.9,0.5
1,4,41,1.9,0.5
1,4,42,1.9,0.5
1,4,43,1.9,0.5
1,4,44,1.9,0.5
1,4,45,1.9,0.5
1,4,46,1.9,0.5
1,4,47,1.9,0.5
1,4,48,1.9,0.5
1,4,49,1.9,0.5
1,4,50,1.9,0.5
1,5,1,1.9,1.9
1,5,2,1.9,1.8
1,5,3,1.9,1.7
1,5,4,1.9,1.6
1,5,5,1.9,1.5
1,5,6,1.9,1.5
1,5,7,1.9,1.4
1,5,8,1.9,1.3
1,5,9,1.9,1.3
1,5,10,1.9,1.2
1,5,11,1.9,1.2
1,5,12,1.9,1.2
1,5,13,1.9,1.2
1,5,14,1.9,1.2
1,5,15,1.9,1.2
1,5,16,1.9,1.2
1,5,17,1.9,1.2
1,5,18,1.9,1.2
1,5,19,1.9,1.2
1,5,20,1.9,1.2
1,5,21,1.9,1.2
1,5,22,1.9,1.2
1,5,23,1.9,1.2
1,5,24,1.9,1.2
1,5,25,1.9,1.2
1,5,26,1.9,1.2
1,5,27,1.9,1.2
1,5,28,1.9,1.2
1,5,29,1.9,1.2
1,5,30,1.9,1.2
1,5,31,1.9,1.2
1,5,32,1.9,1.2
1,5,33,1.9,1.2
1,5,34,1.9,1.2
1,5,35,1.9,1.2
1,5,36,1.9,1.2
1,5,37,1.9,0.9
1,5,38,1.9,0.6
